0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
309.0240377252889,310.0971332949468,305.2424467792753,308.3537580076987,308.10873290295314,306.6762873064806,310.73042263362316,320.3924405629065,338.9880653148917,357.6726545222127,373.41919824908365,385.5824889978006,388.16842521645407,371.1115922898042,374.21304698446147,387.4617025791423,399.9200485432179,411.98645653532674,421.8739741040713,430.4972051924879,436.6766523619257,429.4208533894358,416.88806984864857,422.8025993535362,430.00735067935227,437.81546358906434,445.02814212903996,450.8880183409898,457.071175261222,459.81331176769737,444.828628950109,440.1373386082394,446.08690473241484,452.2080689733734,457.6511334519717,462.2899297761857,466.95749943284653,469.70587071563534,464.367760265645,452.1179232003385,453.87052244194825,457.7901109987605,461.21096462903574,463.9103335455372,467.46547964326305,469.28206241433946,470.6169484194799,461.1395761742232,455.66778270569773,458.83910839581904,462.3755632984024,464.8345678223169,468.5777866691161,470.9120688155979,473.55057158309916,472.78728901795495,462.932134856604,462.9145742498716,466.2056257262174,470.16249763768457,473.55143200238956,475.9881930280111,479.35806758152006,481.75170930682617,476.3049708167035,469.6374255227368,474.32268847834223,476.961866380203,479.8650247450738,483.66694246989044,485.8506685411452,489.7277060286442,491.3946403094601,484.221787712243,476.65584783029976,0.0,0.0,0.0,0.0,0.0,0.006503
306.09548703071516,301.7418520099773,298.9119949895729,299.0270805762419,298.97968270545937,299.0541886019203,298.80356288685914,299.73926094424525,315.1708237358169,329.21660967245526,352.8432873688389,368.65617813270177,385.43743873688504,388.7275358247119,381.6856025560813,389.3662291844308,400.21825883103656,411.7017180733788,423.0382379049928,434.4108105968179,444.2235776930653,452.92910103652645,445.4848712698592,437.70663957277765,444.95016034465914,451.0522870873474,458.1803910184522,464.89639339447274,470.69259656857633,477.1659031707607,477.9816710435791,466.07815295522687,463.12875389282004,467.7826626180676,473.0543796333917,477.6690005547271,482.52184827001986,487.8369650643395,491.9320637266367,487.4454184129035,475.2880821086278,477.78641582274633,482.8726260238506,487.3532161666787,492.3619838050688,496.3289144648579,501.8612575529669,505.6862368241671,495.7759025749449,487.6009080702359,492.77220081984717,497.8193334697259,503.19170012465906,507.73497763486824,512.6115727578293,516.821829255565,518.8791673929493,506.9078772309071,504.10125031435325,509.3577391333716,514.2982737876004,519.3548106049433,523.4819258355473,528.1994617099532,531.2673402456993,528.7330620389077,518.3470662866295,519.8400071564207,524.9172048366306,529.47212967685,534.376958293241,538.2969795815022,541.7856113828001,545.4588295717373,540.198482570626,529.9421809137004,0.0,0.0,0.0,0.0,0.005001
305.67794434249913,302.1548206975568,298.933593536848,299.26992259412145,299.35159599129815,299.01057047292886,299.32752652786263,298.5016231512151,301.127214073132,309.60361958850893,323.6221211337681,347.9601236442641,371.77538525580945,389.9955998255358,392.41616984367624,387.0913201557748,401.05765634974205,418.7319048953587,436.39700077237706,453.9182837363849,467.8159565500053,480.5931419245955,482.3581189044418,468.4792564650851,464.51357659589297,472.9032516664457,481.461969534343,488.6609360005237,496.1439587149978,503.9972395071317,509.21567982906805,499.0114731331544,486.13873663351376,489.76912495112424,495.518234849116,501.2499692747681,505.14234155743304,508.7594979249929,513.3378815352901,512.5910909030678,497.43145642596664,491.32067660508073,497.8472665084252,502.16433642285926,506.29690428314143,509.55318316949644,512.6776077456502,516.7790338452417,511.9707848348858,498.23648783471464,499.7434025874931,505.2680802934228,509.30677823559137,512.9157246330703,516.808331452676,520.829609231092,521.947375644036,511.3616467839252,504.2028213884934,509.7991871031473,513.101459851018,517.4161520442306,521.4780259325711,524.0226159672839,528.5007038803277,526.1012141469319,514.4306071059757,512.5946951258871,518.180767961751,522.4503140637462,525.7088698578441,529.4672698568916,532.9109405413019,535.897309115993,531.0554407193544,518.393195405998,0.0,0.0,0.0,0.0,0.004427
298.99999816171197,299.000006856798,298.9999744110961,299.0000954988178,298.9996435936327,299.0013301266515,298.9950358997614,299.0185262743031,298.9308590030265,299.2589048366177,313.27269339016414,332.37467713597766,343.307280677097,328.6539412123808,326.09683899303445,333.8391963379975,353.45467495765433,368.6519975674365,380.34940744625504,388.7256337660308,398.1847569402116,400.2352208967974,386.34738539405015,382.9862279586931,388.0746793109014,395.73263910015186,401.9226747492296,408.6086452332839,412.8955196185472,416.93280282119935,413.7061849292702,403.6441772666758,402.4544898890149,406.20964428148693,410.2928070401773,414.48246429077676,418.36567435406886,421.825693944434,424.87151570413107,419.6200694453369,413.2692699143351,413.3701496981134,416.15574581384516,419.6399522545422,422.3807098246865,425.5036203802565,428.41662706367345,430.37480844872005,423.6363980966035,420.25818473998584,422.0081125040774,424.5674809696473,427.5968071342135,431.3270242227928,434.43392189256156,437.69878197014253,437.1653558142139,431.0090235304347,430.4948669494473,433.12342741242287,436.1189370727461,438.6942500624457,441.42279127302544,443.3171214754748,446.16565112974337,443.49519524323176,438.7800568146514,439.77503373600956,442.05903432801756,444.9029552763714,447.5458953619625,450.6305395701646,452.984674216987,455.2732612677986,451.4204839104865,445.333760826981,0.0,0.0,0.0,0.0,0.005802
298.9998148866824,299.00069085230626,298.9974217040923,299.00962233132446,298.9640889706099,299.134021786236,298.4998238844461,300.95073891825143,323.572126390608,345.74695785266545,363.65627801574107,387.15367550664047,398.1829154143532,375.94640782982447,367.0187116871585,382.56678897085465,402.4065396523821,421.78201915571174,437.2097929854856,450.20928180697786,460.334781165368,456.3009007817009,434.09568043317563,430.8982334569933,442.0760022778368,452.1473550914885,463.2066286425155,472.7624969503681,481.37833399960203,485.1176755190658,473.51423118276216,456.3069995465986,460.0821468721397,465.3915893876378,471.73067136858145,478.3836401174243,483.76653419583437,488.432860045403,490.0000233387567,474.4913097230311,465.60369949943794,468.38753803707147,473.9363155876081,478.9976309919786,484.41698632878945,488.8067288209847,492.7168346595503,489.81839283227754,476.67563415717234,473.4899269666682,477.3874646460728,481.75685908778473,486.2756965152642,490.2551747389352,493.77504421442956,495.9015953775592,488.4507767216023,477.12365584768827,478.5057864961211,481.7186177628945,486.14754681019326,490.0642820661035,493.35333649276197,497.29227620352657,499.4000082422928,489.99778876312,483.5755686556892,486.8510053450205,491.34189545861665,494.83783644987795,499.5886306090448,502.81320585698535,507.01936005983475,507.92503825720325,497.7006844741654,0.0,0.0,0.0,0.0,0.0,0.004418
312.8137443801803,313.6583317288802,311.7033941803836,309.09717061832106,305.09777385010347,307.74947414827693,309.6842436351479,326.35605753734905,346.41951287516594,364.0450474715544,382.74819397874853,398.8258166953994,402.81834014328683,397.0685028667631,405.2447324195794,417.2723663278823,429.95826139316307,442.2383015125398,453.8809978657417,465.6368408288244,474.97300368228093,467.552630612588,461.55825271786114,469.39429918879887,477.64431806325365,485.78086699627096,494.9953139218957,503.09153731192407,509.2992677829159,512.8120675137307,499.82296648371,497.0102589636842,502.25587354293185,508.2488926654876,515.022840617453,520.7749182278918,526.4587312918068,531.5259154342302,527.1934624813483,513.9625086892713,517.3832087741,523.7742266765794,530.3513082836865,535.7977646527085,540.4834775542755,545.3072211112999,549.7146072119724,540.1584201552956,531.6672666619935,537.1896881350848,542.0186724814337,547.4491425643181,552.7003812797693,556.7970362535825,560.9576614545176,563.3027052597954,550.3658311909621,547.632627763784,553.0276822601978,558.7369358484232,563.3497583286197,567.8115760393624,573.0108936074719,576.8531569566246,573.9919341166953,562.1269425882291,564.5563598996148,569.8591682258661,574.6631745926999,579.8393113386112,584.1059641708293,588.1679042109674,592.0068629476351,586.0859509941369,575.2074930473782,564.5234919324126,0.0,0.0,0.0,0.0,0.003269
298.9999701846259,299.0001112724908,298.9995847254109,299.00154982586554,298.9942159711268,299.02158628962724,298.9194388703644,299.30065822891504,297.8779282139754,306.115101494171,317.7135849937659,333.4410512657954,355.21358213881405,373.3989244619958,380.71364587963535,362.69820345566643,357.0842945403862,373.4595598367015,391.27101844056796,409.0531025436554,423.94951658438595,435.88558013741834,449.85874293631446,446.34746022540537,426.4113182558981,426.93186092886225,439.7196474922463,451.52002779531693,462.0660015137455,472.7471186695598,481.08793674301023,487.9468540019423,473.13921228040675,457.4454494832516,459.8812642453448,468.477786059351,476.0981604381258,482.40897497012764,489.0851413138723,494.59555399323847,493.6986110677498,475.83002933261014,467.9183688346111,473.9487983395193,480.21754293502454,485.01093081412176,488.43552101391924,493.1138559576818,498.0320816218274,489.5357417833227,473.42790911314927,472.10637417052334,478.4680728962368,482.2610346411984,487.41066548316985,492.4422255657552,495.7824767793653,500.50315096359,490.03748593698117,479.3527979547378,483.22095194388044,488.99418370951673,494.70790465256204,498.95200640491885,503.7403434121183,509.0239381234408,509.2668782347737,496.71039172968705,492.60895761286463,498.61131271280567,503.2086436260624,507.7065860106593,512.8766091011057,516.8893158279022,521.2430363663157,519.0375279769314,0.0,0.0,0.0,0.0,0.005055
298.99942501308414,299.0021458803834,298.99199146538217,299.02988825808785,298.88845550226637,299.41628973284685,297.4463855663463,307.42491269947544,303.20542628343634,300.2997185225048,292.2222631623328,381.81520000889583,421.2126764560291,379.46034920894465,380.44684228985926,404.3201697451653,422.31086577361253,435.2049819899931,445.3146448010341,452.20995238707565,462.56435466866446,446.1656886139066,420.61174167985087,420.9805449288875,431.9527838285259,440.5246751300407,447.4385230189988,451.8372223095785,453.7607048938428,457.1221632704614,447.3523770095718,438.5859104486528,444.3649770519185,452.03439150125087,458.8418948486342,465.8996502430107,472.7292699272672,480.7724697548159,482.4155955224999,472.0212930467391,472.065886762683,480.3585816014317,487.6658708978711,494.25187698045966,501.1037483390199,507.0477825399006,515.6479543545223,509.3543175886272,500.83367903897044,505.94062361167533,516.3665599243652,523.2289151533511,527.3119322381808,534.56405972387,540.3117632200015,544.5291724869612,535.9629124338779,531.0401419955466,540.3680418981936,547.5714828012647,552.229920381504,557.913037322485,564.7291633389037,571.3248765922472,571.2143405778983,559.3231940469271,560.5078032204032,568.8734198172219,576.5630390973236,582.3455068285812,587.6178103531843,594.0763042722427,600.1766260892962,595.3997481519374,584.6609186725616,575.1863906874144,0.0,0.0,0.0,0.0,0.005435
299.0016213482294,298.9991239831296,299.001882719252,298.9933451398621,299.0247367212994,298.90770797494,299.3444313789404,297.7145665092982,308.6661225711473,320.900637714329,341.7789967321424,363.80933419410775,373.99181806503503,368.8376223731392,370.1474146312511,381.1746787138872,394.2407827641081,407.7543341527319,419.9400831493211,429.8455385568594,440.6243087577187,438.26744048920807,430.3737297587429,433.5654623289001,442.80044129922055,452.3446068155755,461.96115040837884,469.81127948780613,479.50954608209514,481.6598362332325,469.2725389155122,467.6833743575959,474.87690804446055,480.9701319306724,486.84296704202416,492.14343161081183,498.5180296143712,504.50742592238555,496.3349315765209,483.92760648462377,485.64097440019316,490.6793847828244,495.47758038435177,500.62572070336984,504.3792738008737,509.1799268306983,510.9973121771756,498.3899295496733,492.1898669269545,496.21137316076,499.9765452184274,503.99841460868413,507.8755298136792,510.3207499002742,514.7471269583705,510.5798894277964,498.4521807334981,497.48628040890526,502.68891152109546,506.68037750191854,509.94228282857466,513.0424631767086,515.1397725681899,520.2595573835576,511.80038439593494,502.7013039741193,504.68835275307725,509.43818446785724,512.9729976332502,516.0064175039989,519.8614415565016,523.1763293211991,523.7111665767432,514.5337222964858,503.7329997310127,0.0,0.0,0.0,0.0,0.0,0.005183
298.9999999958491,299.00000001549114,298.999999942186,299.00000021576454,298.99999919475533,299.00000300521396,298.99998878438873,299.00004185723105,298.99984378668677,299.0005829960215,298.9978242292271,299.00812008707004,298.96969542249246,299.1130982229598,298.5779116856679,300.5752550343682,293.1210681768591,344.182147260687,377.025068876216,384.346120871141,393.849470757934,408.49926822500265,388.8148726969953,362.93153615253243,367.3885219005909,379.3610932483544,395.0739100173249,409.22010350957896,417.7502393340856,423.6558236210849,430.33527358816633,404.3208512133601,384.1098892124817,389.8353179587567,398.7558746378758,406.86867447780725,413.0502553058468,419.3689913194269,424.2276686726961,423.3563095266603,403.89537650679847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005664
